Time(s)	Ch1 (FF)	Ch2 (FF)	Ch3 (BF)
43.28	-1.3361	0.3143	1.1797
43.29	-1.3318	0.3147	1.1798
43.3	-1.3274	0.315	1.1798
43.31	-1.3229	0.3154	1.1798
43.32	-1.3182	0.3158	1.1798
43.33	-1.3133	0.3162	1.1798
43.34	-1.3081	0.3165	1.1798
43.35	-1.3025	0.3169	1.1798
43.36	-1.2968	0.3172	1.1798
43.37	-1.2909	0.3175	1.1798
43.38	-1.2847	0.3178	1.1798
43.39	-1.2785	0.3182	1.1798
43.4	-1.2721	0.3185	1.1798
43.41	-1.2655	0.3189	1.1799
43.42	-1.2586	0.3192	1.1799
43.43	-1.2514	0.3196	1.1799
43.44	-1.2438	0.3199	1.1799
43.45	-1.236	0.3202	1.1799
43.46	-1.2278	0.3205	1.18
43.47	-1.2196	0.3208	1.18
43.48	-1.2111	0.3212	1.18
43.49	-1.2022	0.3214	1.1799
43.5	-1.193	0.3218	1.1799
43.51	-1.1836	0.3221	1.1799
43.52	-1.1739	0.3224	1.1799
43.53	-1.1635	0.3228	1.1799
43.54	-1.1528	0.3231	1.1799
43.55	-1.1419	0.3234	1.1799
43.56	-1.1306	0.3237	1.1799
43.57	-1.119	0.324	1.1799
43.58	-1.107	0.3243	1.1799
43.59	-1.0947	0.3246	1.18
43.6	-1.0821	0.3249	1.18
43.61	-1.0689	0.3252	1.1799
43.62	-1.0552	0.3256	1.1799
43.63	-1.0413	0.3259	1.1799
43.64	-1.0273	0.3262	1.1798
43.65	-1.0129	0.3265	1.1798
43.66	-0.9979	0.3268	1.1797
43.67	-0.9823	0.3271	1.1797
43.68	-0.9663	0.3274	1.1797
43.69	-0.95	0.3276	1.1797
43.7	-0.9335	0.3279	1.1797
43.71	-0.9166	0.3282	1.1797
43.72	-0.8991	0.3284	1.1797
43.73	-0.8812	0.3287	1.1797
43.74	-0.8631	0.329	1.1797
43.75	-0.8448	0.3292	1.1796
43.76	-0.8262	0.3295	1.1796
43.77	-0.8072	0.3298	1.1796
43.78	-0.7878	0.3301	1.1796
43.79	-0.768	0.3303	1.1797
43.8	-0.7478	0.3306	1.1797
43.81	-0.7273	0.3309	1.1797
43.82	-0.7066	0.3311	1.1797
43.83	-0.6855	0.3313	1.1798
43.84	-0.6642	0.3316	1.1798
43.85	-0.6424	0.3318	1.1798
43.86	-0.6203	0.332	1.1798
43.87	-0.5979	0.3322	1.1798
43.88	-0.5754	0.3325	1.1798
43.89	-0.5527	0.3327	1.1799
43.9	-0.5297	0.333	1.18
43.91	-0.5064	0.3332	1.18
43.92	-0.4829	0.3334	1.1801
43.93	-0.4592	0.3336	1.1801
43.94	-0.4354	0.3338	1.1801
43.95	-0.4114	0.334	1.1801
43.96	-0.3872	0.3342	1.1801
43.97	-0.363	0.3344	1.1801
43.98	-0.3388	0.3346	1.1801
43.99	-0.3144	0.3348	1.1802
44.0	-0.29	0.335	1.1803
44.01	-0.2656	0.3351	1.1803
44.02	-0.2412	0.3353	1.1803
44.03	-0.2168	0.3355	1.1803
44.04	-0.1924	0.3357	1.1803
44.05	-0.168	0.3358	1.1803
44.06	-0.1435	0.336	1.1803
44.07	-0.1189	0.3362	1.1803
44.08	-0.0943	0.3363	1.1802
44.09	-0.0698	0.3364	1.1802
44.1	-0.0454	0.3366	1.1802
44.11	-0.021	0.3367	1.1803
44.12	0.0032	0.3368	1.1803
44.13	0.0273	0.337	1.1803
44.14	0.0512	0.3372	1.1803
44.15	0.075	0.3373	1.1803
44.16	0.0986	0.3375	1.1803
44.17	0.1221	0.3376	1.1803
44.18	0.1453	0.3378	1.1804
44.19	0.168	0.3379	1.1804
44.2	0.1903	0.338	1.1804
44.21	0.2125	0.3382	1.1805
44.22	0.2345	0.3383	1.1805
44.23	0.2562	0.3384	1.1805
44.24	0.2776	0.3385	1.1805
44.25	0.2986	0.3387	1.1805
44.26	0.3193	0.3388	1.1805
44.27	0.3396	0.339	1.1806
44.28	0.3595	0.3391	1.1806
44.29	0.379	0.3392	1.1806
44.3	0.3982	0.3394	1.1807
44.31	0.4172	0.3396	1.1807
44.32	0.4359	0.3398	1.1807
44.33	0.4542	0.3399	1.1808
44.34	0.4721	0.3401	1.1808
44.35	0.4896	0.3402	1.1808
44.36	0.5065	0.3404	1.1808
44.37	0.523	0.3406	1.1809
44.38	0.5392	0.3407	1.1809
44.39	0.5554	0.3409	1.1809
44.4	0.5711	0.341	1.1809
44.41	0.5861	0.3412	1.181
44.42	0.6005	0.3414	1.181
44.43	0.6146	0.3415	1.181
44.44	0.6284	0.3417	1.181
44.45	0.6419	0.3418	1.1811
44.46	0.655	0.342	1.1811
44.47	0.6677	0.3421	1.1812
44.48	0.68	0.3423	1.1812
44.49	0.6919	0.3424	1.1812
44.5	0.7034	0.3425	1.1813
44.51	0.7142	0.3427	1.1813
44.52	0.7245	0.3428	1.1813
44.53	0.7344	0.343	1.1814
44.54	0.7438	0.343	1.1814
44.55	0.7529	0.3431	1.1813
44.56	0.7617	0.3432	1.1813
44.57	0.7701	0.3433	1.1813
44.58	0.7781	0.3434	1.1813
44.59	0.7859	0.3435	1.1814
44.6	0.7932	0.3436	1.1814
44.61	0.7998	0.3438	1.1814
44.62	0.8061	0.3438	1.1814
44.63	0.8121	0.3439	1.1814
44.64	0.8176	0.344	1.1814
44.65	0.8228	0.3441	1.1814
44.66	0.8277	0.3442	1.1813
44.67	0.8323	0.3442	1.1813
44.68	0.8364	0.3444	1.1813
44.69	0.8399	0.3445	1.1812
44.7	0.8434	0.3446	1.1812
44.71	0.8466	0.3447	1.1812
44.72	0.8494	0.3447	1.1812
44.73	0.8516	0.3448	1.1812
44.74	0.8533	0.3449	1.1812
44.75	0.8547	0.3449	1.1812
44.76	0.8559	0.345	1.1812
44.77	0.8569	0.3451	1.1812
44.78	0.8576	0.3452	1.1812
44.79	0.858	0.3453	1.1812
44.8	0.8582	0.3454	1.1812
44.81	0.8581	0.3455	1.1811
44.82	0.8576	0.3455	1.1811
44.83	0.8568	0.3456	1.1811
44.84	0.8557	0.3456	1.1811
44.85	0.8544	0.3457	1.1811
44.86	0.8527	0.3457	1.1812
44.87	0.8507	0.3458	1.1812
44.88	0.8484	0.3458	1.1812
44.89	0.846	0.3459	1.1812
44.9	0.8435	0.346	1.1812
44.91	0.8405	0.3461	1.1812
44.92	0.8372	0.3461	1.1812
44.93	0.8336	0.3462	1.1812
44.94	0.8299	0.3463	1.1813
44.95	0.826	0.3463	1.1813
44.96	0.822	0.3464	1.1813
44.97	0.8176	0.3465	1.1813
44.98	0.8129	0.3466	1.1814
44.99	0.808	0.3467	1.1814
45.0	0.8028	0.3468	1.1814
